Month;Day;Hour;Minute;Second;Sensor;Value
1;16;0;23;37;-1;60,00
1;16;0;25;55;5;0,00
1;16;0;25;55;14;6,00
1;16;0;25;55;13;0,00
1;16;0;25;55;2;0,11
1;16;0;25;55;9;0,12
1;16;0;25;55;12;0,11
1;16;0;25;55;1;0,00
1;16;0;25;55;8;0,00
1;16;0;25;55;11;0,00
1;16;0;25;55;4;77,21
1;16;0;25;55;15;-0,01
1;16;0;25;55;18;-0,01
1;16;0;25;55;19;-0,01
1;16;0;34;23;16;5,69
1;16;1;2;6;-1;70,00
1;16;1;36;50;16;4,41
1;16;1;37;34;3;85,47
1;16;1;56;15;6;0,00
1;16;1;59;7;5;0,00
1;16;1;59;7;14;0,00
1;16;1;59;7;13;3,00
1;16;1;59;7;2;0,17
1;16;1;59;7;9;0,17
1;16;1;59;7;12;0,18
1;16;1;59;7;1;0,00
1;16;1;59;7;8;0,00
1;16;1;59;7;11;0,00
1;16;1;59;7;4;71,81
1;16;1;59;7;15;-3,64
1;16;1;59;7;18;-3,65
1;16;1;59;7;19;-3,98
1;16;2;28;31;5;8,00
1;16;2;28;31;14;21,00
1;16;2;28;31;13;6,00
1;16;2;28;31;2;0,12
1;16;2;28;31;9;0,12
1;16;2;28;31;12;0,12
1;16;2;28;31;1;0,00
1;16;2;28;31;8;0,00
1;16;2;28;31;11;0,00
1;16;2;28;31;4;84,85
1;16;2;28;31;15;-4,36
1;16;2;28;31;18;-4,35
1;16;2;28;31;19;-4,53
1;16;2;29;59;-1;60,00
1;16;2;38;32;3;83,37
1;16;2;54;9;6;31,00
1;16;2;59;17;16;4,02
1;16;3;0;0;6;29,00
1;16;3;19;5;-1;60,00
1;16;3;39;49;5;0,00
1;16;3;39;49;14;14,00
1;16;3;39;49;13;2,00
1;16;3;39;49;2;0,19
1;16;3;39;49;9;0,17
1;16;3;39;49;12;0,20
1;16;3;39;49;1;0,00
1;16;3;39;49;8;0,00
1;16;3;39;49;11;0,00
1;16;3;39;49;4;84,52
1;16;3;39;49;15;-6,51
1;16;3;39;49;18;-6,60
1;16;3;39;49;19;-6,19
1;16;3;41;33;3;84,08
1;16;3;47;57;16;4,76
1;16;4;0;44;-1;70,00
1;16;4;17;32;6;0,00
1;16;4;22;32;3;86,67
1;16;4;37;3;5;78,00
1;16;4;37;3;14;3,00
1;16;4;37;3;13;78,00
1;16;4;37;3;2;0,15
1;16;4;37;3;9;0,16
1;16;4;37;3;12;0,14
1;16;4;37;3;1;0,00
1;16;4;37;3;8;0,00
1;16;4;37;3;11;0,00
1;16;4;37;3;4;78,86
1;16;4;37;3;15;-8,52
1;16;4;37;3;18;-9,18
1;16;4;37;3;19;-8,42
1;16;4;37;27;16;7,20
1;16;5;8;54;-1;60,00
1;16;5;20;40;6;2,00
1;16;5;28;18;5;45,00
1;16;5;28;18;14;6,00
1;16;5;28;18;13;33,00
1;16;5;28;18;2;0,18
1;16;5;28;18;9;0,18
1;16;5;28;18;12;0,19
1;16;5;28;18;1;0,00
1;16;5;28;18;8;0,00
1;16;5;28;18;11;0,00
1;16;5;28;18;4;81,58
1;16;5;28;18;15;-12,10
1;16;5;28;18;18;-11,75
1;16;5;28;18;19;-11,75
1;16;5;49;29;16;9,86
1;16;5;54;16;3;90,26
1;16;6;0;9;3;94,90
1;16;6;15;32;16;16,10
1;16;6;19;10;5;101,00
1;16;6;19;10;14;29,00
1;16;6;19;10;13;104,00
1;16;6;19;10;2;11108,10
1;16;6;19;10;9;10497,15
1;16;6;19;10;12;10241,67
1;16;6;19;10;1;0,00
1;16;6;19;10;8;0,00
1;16;6;19;10;11;0,00
1;16;6;19;10;4;74,40
1;16;6;19;10;15;-13,50
1;16;6;19;10;18;-14,34
1;16;6;19;10;19;-13,76
1;16;6;36;7;6;38,00
1;16;6;46;19;-1;80,00
1;16;7;10;32;16;25,46
1;16;7;22;14;5;72,00
1;16;7;22;14;14;8,00
1;16;7;22;14;13;67,00
1;16;7;22;14;2;24487,13
1;16;7;22;14;9;26813,40
1;16;7;22;14;12;23923,92
1;16;7;22;14;1;0,00
1;16;7;22;14;8;0,00
1;16;7;22;14;11;0,00
1;16;7;22;14;4;83,82
1;16;7;22;14;15;-11,30
1;16;7;22;14;18;-10,80
1;16;7;22;14;19;-9,88
1;16;7;26;15;6;0,00
1;16;7;41;29;3;104,43
1;16;7;46;41;-1;60,00
1;16;8;9;2;-1;80,00
1;16;8;43;38;3;104,99
1;16;8;53;42;6;0,00
1;16;8;57;38;5;0,00
1;16;8;57;38;14;8,00
1;16;8;57;38;13;3,00
1;16;8;57;38;2;30690,18
1;16;8;57;38;9;30413,97
1;16;8;57;38;12;30229,83
1;16;8;57;38;1;0,00
1;16;8;57;38;8;0,00
1;16;8;57;38;11;0,00
1;16;8;57;38;4;78,05
1;16;8;57;38;15;-11,95
1;16;8;57;38;18;-11,40
1;16;8;57;38;19;-11,15
1;16;8;59;45;16;24,81
1;16;9;1;45;16;23,47
1;16;9;17;21;-1;80,00
1;16;9;23;22;3;102,10
1;16;9;28;37;6;0,00
1;16;9;34;14;5;59,00
1;16;9;34;14;14;10,00
1;16;9;34;14;13;65,00
1;16;9;34;14;2;49907,67
1;16;9;34;14;9;48210,81
1;16;9;34;14;12;49658,13
1;16;9;34;14;1;0,00
1;16;9;34;14;8;0,00
1;16;9;34;14;11;0,00
1;16;9;34;14;4;82,21
1;16;9;34;14;15;-12,00
1;16;9;34;14;18;-12,92
1;16;9;34;14;19;-12,14
1;16;10;4;25;5;0,00
1;16;10;4;25;14;0,00
1;16;10;4;25;13;0,00
1;16;10;4;25;2;78146,62
1;16;10;4;25;9;71973,04
1;16;10;4;25;12;84554,65
1;16;10;4;25;1;0,00
1;16;10;4;25;8;0,00
1;16;10;4;25;11;0,00
1;16;10;4;25;4;71,79
1;16;10;4;25;15;-10,10
1;16;10;4;25;18;-10,28
1;16;10;4;25;19;-10,84
1;16;10;19;56;-1;80,00
1;16;10;35;44;16;21,30
1;16;10;47;23;6;0,00
1;16;10;53;47;3;100,29
1;16;11;3;53;6;0,00
1;16;11;11;3;3;100,31
1;16;11;13;21;5;0,00
1;16;11;13;21;14;0,00
1;16;11;13;21;13;0,00
1;16;11;13;21;2;98230,10
1;16;11;13;21;9;100194,71
1;16;11;13;21;12;90961,08
1;16;11;13;21;1;0,00
1;16;11;13;21;8;0,00
1;16;11;13;21;11;0,00
1;16;11;13;21;4;79,87
1;16;11;13;21;15;-8,70
1;16;11;13;21;18;-8,42
1;16;11;13;21;19;-8,24
1;16;11;33;4;-1;80,00
1;16;11;35;29;16;21,30
1;16;12;16;5;3;105,35
1;16;12;21;51;16;23,88
1;16;12;27;54;6;0,00
1;16;12;46;42;5;0,00
1;16;12;46;42;14;0,00
1;16;12;46;42;13;13,00
1;16;12;46;42;2;85941,05
1;16;12;46;42;9;86800,46
1;16;12;46;42;12;87745,81
1;16;12;46;42;1;0,00
1;16;12;46;42;8;0,00
1;16;12;46;42;11;0,00
1;16;12;46;42;4;83,41
1;16;12;46;42;15;-7,25
1;16;12;46;42;18;-6,60
1;16;12;46;42;19;-6,45
1;16;12;59;11;-1;80,00
1;16;13;21;37;5;54,00
1;16;13;21;37;14;0,00
1;16;13;21;37;13;48,00
1;16;13;21;37;2;98370,03
1;16;13;21;37;9;99943,95
1;16;13;21;37;12;103386,90
1;16;13;21;37;1;0,00
1;16;13;21;37;8;0,00
1;16;13;21;37;11;0,00
1;16;13;21;37;4;77,65
1;16;13;21;37;15;-6,59
1;16;13;21;37;18;-6,53
1;16;13;21;37;19;-7,14
1;16;13;24;31;6;0,00
1;16;13;32;35;3;104,77
1;16;13;47;54;-1;80,00
1;16;13;52;23;16;25,46
1;16;14;0;12;6;0,00
1;16;14;6;9;5;0,00
1;16;14;6;9;14;7,00
1;16;14;6;9;13;0,00
1;16;14;6;9;2;73584,14
1;16;14;6;9;9;73731,31
1;16;14;6;9;12;71744,54
1;16;14;6;9;1;0,00
1;16;14;6;9;8;0,00
1;16;14;6;9;11;0,00
1;16;14;6;9;4;82,17
1;16;14;6;9;15;-4,60
1;16;14;6;9;18;-4,77
1;16;14;6;9;19;-4,67
1;16;14;8;36;16;24,28
1;16;14;17;24;-1;80,00
1;16;14;56;6;3;104,65
1;16;15;15;19;-1;80,00
1;16;15;19;18;6;0,00
1;16;15;48;24;3;104,68
1;16;15;50;8;16;23,47
1;16;15;53;9;5;59,00
1;16;15;53;9;14;0,00
1;16;15;53;9;13;54,00
1;16;15;53;9;2;99600,08
1;16;15;53;9;9;103484,48
1;16;15;53;9;12;102289,28
1;16;15;53;9;1;0,00
1;16;15;53;9;8;0,00
1;16;15;53;9;11;0,00
1;16;15;53;9;4;78,36
1;16;15;53;9;15;-4,15
1;16;15;53;9;18;-3,76
1;16;15;53;9;19;-3,50
1;16;16;8;34;-1;80,00
1;16;16;9;4;16;21,30
1;16;16;26;45;3;100,03
1;16;16;32;0;5;0,00
1;16;16;32;0;14;5,00
1;16;16;32;0;13;2,00
1;16;16;32;0;2;71635,32
1;16;16;32;0;9;68411,73
1;16;16;32;0;12;67050,66
1;16;16;32;0;1;0,00
1;16;16;32;0;8;0,00
1;16;16;32;0;11;0,00
1;16;16;32;0;4;74,73
1;16;16;32;0;15;0,20
1;16;16;32;0;18;0,21
1;16;16;32;0;19;0,21
1;16;16;33;7;6;0,00
1;16;17;9;8;3;100,40
1;16;17;12;8;16;19,72
1;16;17;31;57;5;48,00
1;16;17;31;57;14;0,00
1;16;17;31;57;13;46,00
1;16;17;31;57;2;65340,17
1;16;17;31;57;9;69260,58
1;16;17;31;57;12;60308,98
1;16;17;31;57;1;0,00
1;16;17;31;57;8;0,00
1;16;17;31;57;11;0,00
1;16;17;31;57;4;85,02
1;16;17;31;57;15;2,01
1;16;17;31;57;18;2,07
1;16;17;31;57;19;2,25
1;16;17;48;43;-1;80,00
1;16;17;59;9;6;0,00
1;16;18;2;56;3;99,42
1;16;18;16;24;6;37,00
1;16;18;34;11;16;18,00
1;16;18;52;3;-1;80,00
1;16;18;56;39;5;98,00
1;16;18;56;39;14;22,00
1;16;18;56;39;13;110,00
1;16;18;56;39;2;21647,45
1;16;18;56;39;9;22361,82
1;16;18;56;39;12;23314,30
1;16;18;56;39;1;0,00
1;16;18;56;39;8;0,00
1;16;18;56;39;11;0,00
1;16;18;56;39;4;76,02
1;16;18;56;39;15;4,49
1;16;18;56;39;18;4,66
1;16;18;56;39;19;4,27
1;16;19;12;16;16;18,00
1;16;19;14;36;6;70,00
1;16;19;41;57;-1;60,00
1;16;19;43;29;5;112,00
1;16;19;43;29;14;61,00
1;16;19;43;29;13;102,00
1;16;19;43;29;2;0,20
1;16;19;43;29;9;0,19
1;16;19;43;29;12;0,19
1;16;19;43;29;1;544,00
1;16;19;43;29;8;549,98
1;16;19;43;29;11;593,43
1;16;19;43;29;4;81,17
1;16;19;43;29;15;3,52
1;16;19;43;29;18;3,28
1;16;19;43;29;19;3,05
1;16;19;52;16;3;98,65
1;16;20;1;8;5;27,00
1;16;20;1;8;14;58,00
1;16;20;1;8;13;16,00
1;16;20;1;8;2;0,11
1;16;20;1;8;9;0,10
1;16;20;1;8;12;0,11
1;16;20;1;8;1;0,00
1;16;20;1;8;8;0,00
1;16;20;1;8;11;0,00
1;16;20;1;8;4;79,81
1;16;20;1;8;15;4,47
1;16;20;1;8;18;4,64
1;16;20;1;8;19;4,41
1;16;20;10;33;-1;50,00
1;16;20;37;11;16;18,00
1;16;20;56;45;6;54,00
1;16;20;59;16;3;96,64
1;16;21;6;1;5;152,00
1;16;21;6;1;14;100,00
1;16;21;6;1;13;140,00
1;16;21;6;1;2;0,17
1;16;21;6;1;9;0,17
1;16;21;6;1;12;0,19
1;16;21;6;1;1;0,00
1;16;21;6;1;8;0,00
1;16;21;6;1;11;0,00
1;16;21;6;1;4;78,47
1;16;21;6;1;15;5,05
1;16;21;6;1;18;4,59
1;16;21;6;1;19;4,79
1;16;21;33;15;16;13,94
1;16;21;37;37;-1;60,00
1;16;21;38;37;6;93,00
1;16;21;48;46;3;94,65
1;16;22;5;20;16;11,38
1;16;22;45;25;-1;60,00
1;16;22;48;39;5;139,00
1;16;22;48;39;14;60,00
1;16;22;48;39;13;146,00
1;16;22;48;39;2;0,10
1;16;22;48;39;9;0,10
1;16;22;48;39;12;0,09
1;16;22;48;39;1;0,00
1;16;22;48;39;8;0,00
1;16;22;48;39;11;0,00
1;16;22;48;39;4;84,61
1;16;22;48;39;15;3,03
1;16;22;48;39;18;2,76
1;16;22;48;39;19;2,78
1;16;22;57;1;6;71,00
1;16;22;58;33;3;92,65
1;16;23;3;57;16;8,05
1;16;23;40;30;3;88,63
1;16;23;46;5;6;12,00
1;16;23;54;57;5;36,00
1;16;23;54;57;14;25,00
1;16;23;54;57;13;51,00
1;16;23;54;57;2;0,01
1;16;23;54;57;9;0,01
1;16;23;54;57;12;0,01
1;16;23;54;57;1;0,00
1;16;23;54;57;8;0,00
1;16;23;54;57;11;0,00
1;16;23;54;57;4;81,30
1;16;23;54;57;15;-0,62
1;16;23;54;57;18;-0,64
1;16;23;54;57;19;-0,64
1;16;23;55;53;-1;60,00
1;17;0;6;30;16;7,04
1;17;0;9;47;5;59,00
1;17;0;9;47;14;0,00
1;17;0;9;47;13;64,00
1;17;0;9;47;2;0,03
1;17;0;9;47;9;0,03
1;17;0;9;47;12;0,03
1;17;0;9;47;1;0,00
1;17;0;9;47;8;0,00
1;17;0;9;47;11;0,00
1;17;0;9;47;4;83,07
1;17;0;9;47;15;-4,92
1;17;0;9;47;18;-5,03
1;17;0;9;47;19;-4,95
1;17;0;14;34;-1;70,00
1;17;0;16;6;3;88,19
1;17;0;18;23;6;0,00
1;17;1;16;27;5;25,00
1;17;1;16;27;14;2,00
1;17;1;16;27;13;30,00
1;17;1;16;27;2;0,04
1;17;1;16;27;9;0,04
1;17;1;16;27;12;0,04
1;17;1;16;27;1;0,00
1;17;1;16;27;8;0,00
1;17;1;16;27;11;0,00
1;17;1;16;27;4;73,08
1;17;1;16;27;15;-7,67
1;17;1;16;27;18;-7,47
1;17;1;16;27;19;-7,13
1;17;1;23;48;16;3,85
1;17;1;27;47;-1;60,00
1;17;1;30;5;3;84,06
1;17;1;40;46;6;0,00
1;17;2;9;47;3;82,51
1;17;2;21;15;5;0,00
1;17;2;21;15;14;0,00
1;17;2;21;15;13;0,00
1;17;2;21;15;2;0,09
1;17;2;21;15;9;0,08
1;17;2;21;15;12;0,09
1;17;2;21;15;1;0,00
1;17;2;21;15;8;0,00
1;17;2;21;15;11;0,00
1;17;2;21;15;4;76,58
1;17;2;21;15;15;-7,56
1;17;2;21;15;18;-8,09
1;17;2;21;15;19;-8,17
1;17;2;23;37;6;0,00
1;17;2;29;31;-1;60,00
1;17;2;53;23;16;3,52
1;17;3;12;7;3;83,14
1;17;3;34;49;6;32,00
1;17;3;42;40;5;0,00
1;17;3;42;40;14;22,00
1;17;3;42;40;13;0,00
1;17;3;42;40;2;0,06
1;17;3;42;40;9;0,06
1;17;3;42;40;12;0,05
1;17;3;42;40;1;0,00
1;17;3;42;40;8;0,00
1;17;3;42;40;11;0,00
1;17;3;42;40;4;74,71
1;17;3;42;40;15;-10,48
1;17;3;42;40;18;-9,67
1;17;3;42;40;19;-9,49
1;17;3;49;51;16;4,16
1;17;3;53;21;-1;70,00
1;17;4;2;57;5;25,00
1;17;4;2;57;14;5,00
1;17;4;2;57;13;10,00
1;17;4;2;57;2;0,15
1;17;4;2;57;9;0,15
1;17;4;2;57;12;0,14
1;17;4;2;57;1;0,00
1;17;4;2;57;8;0,00
1;17;4;2;57;11;0,00
1;17;4;2;57;4;80,98
1;17;4;2;57;15;-13,50
1;17;4;2;57;18;-14,39
1;17;4;2;57;19;-14,30
1;17;4;7;24;16;6,29
1;17;4;27;50;3;86,09
1;17;4;30;4;-1;60,00
1;17;4;30;8;6;18,00
1;17;5;9;23;5;0,00
1;17;5;9;23;14;18,00
1;17;5;9;23;13;0,00
1;17;5;9;23;2;0,19
1;17;5;9;23;9;0,17
1;17;5;9;23;12;0,18
1;17;5;9;23;1;0,00
1;17;5;9;23;8;0,00
1;17;5;9;23;11;0,00
1;17;5;9;23;4;76,54
1;17;5;9;23;15;-13,15
1;17;5;9;23;18;-13,23
1;17;5;9;23;19;-14,12
1;17;5;20;3;16;8,62
1;17;5;31;52;-1;60,00
1;17;5;32;55;6;33,00
1;17;5;58;37;3;87,41
1;17;6;11;35;5;0,00
1;17;6;11;35;14;42,00
1;17;6;11;35;13;10,00
1;17;6;11;35;2;7516,94
1;17;6;11;35;9;7111,02
1;17;6;11;35;12;7847,68
1;17;6;11;35;1;162,00
1;17;6;11;35;8;176,42
1;17;6;11;35;11;160,19
1;17;6;11;35;4;84,18
1;17;6;11;35;15;-11,70
1;17;6;11;35;18;-10,86
1;17;6;11;35;19;-11,79
1;17;6;12;11;3;91,12
1;17;6;18;14;-1;80,00
1;17;6;48;45;16;9,95
1;17;6;55;23;6;40,00
1;17;7;35;50;6;23,00
1;17;7;39;44;-1;80,00
1;17;7;40;35;3;90,75
1;17;7;51;12;5;92,00
1;17;7;51;12;14;12,00
1;17;7;51;12;13;84,00
1;17;7;51;12;2;13581,06
1;17;7;51;12;9;12915,59
1;17;7;51;12;12;13241,54
1;17;7;51;12;1;148,00
1;17;7;51;12;8;137,79
1;17;7;51;12;11;132,83
1;17;7;51;12;4;83,72
1;17;7;51;12;15;-9,91
1;17;7;51;12;18;-9,78
1;17;7;51;12;19;-10,03
1;17;7;52;26;16;12,19
1;17;8;0;37;5;6,00
1;17;8;0;37;14;0,00
1;17;8;0;37;13;18,00
1;17;8;0;37;2;8310,67
1;17;8;0;37;9;8427,02
1;17;8;0;37;12;8127,84
1;17;8;0;37;1;967,00
1;17;8;0;37;8;879,97
1;17;8;0;37;11;932,77
1;17;8;0;37;4;88,87
1;17;8;0;37;15;-8,30
1;17;8;0;37;18;-8,32
1;17;8;0;37;19;-8,40
1;17;8;3;23;6;0,00
1;17;8;13;38;16;15,73
1;17;8;30;21;-1;80,00
1;17;8;53;14;3;94,51
1;17;9;0;7;6;0,00
1;17;9;16;30;3;103,14
1;17;9;24;13;16;22,25
1;17;9;58;13;5;100,00
1;17;9;58;13;14;0,00
1;17;9;58;13;13;95,00
1;17;9;58;13;2;0,01
1;17;9;58;13;9;0,01
1;17;9;58;13;12;0,02
1;17;9;58;13;1;20,00
1;17;9;58;13;8;18,00
1;17;9;58;13;11;17,46
1;17;9;58;13;4;84,70
1;17;9;58;13;15;-7,46
1;17;9;58;13;18;-7,53
1;17;9;58;13;19;-7,21
1;17;9;58;19;-1;60,00
1;17;10;26;11;5;0,00
1;17;10;26;11;14;4,00
1;17;10;26;11;13;0,00
1;17;10;26;11;2;0,18
1;17;10;26;11;9;0,19
1;17;10;26;11;12;0,17
1;17;10;26;11;1;90,00
1;17;10;26;11;8;89,46
1;17;10;26;11;11;96,53
1;17;10;26;11;4;82,07
1;17;10;26;11;15;-6,91
1;17;10;26;11;18;-7,41
1;17;10;26;11;19;-7,41
1;17;10;30;23;16;19,90
1;17;10;46;44;-1;60,00
1;17;10;52;41;6;0,00
1;17;10;57;39;3;101,34
1;17;11;0;10;16;17,23
1;17;11;9;22;3;97,00
1;17;11;11;11;5;0,00
1;17;11;11;11;14;0,00
1;17;11;11;11;13;1,00
1;17;11;11;11;2;9360,18
1;17;11;11;11;9;9669,06
1;17;11;11;11;12;9594,18
1;17;11;11;11;1;1195,00
1;17;11;11;11;8;1218,90
1;17;11;11;11;11;1338,35
1;17;11;11;11;4;91,65
1;17;11;11;11;15;-7,12
1;17;11;11;11;18;-7,26
1;17;11;11;11;19;-7,68
1;17;11;21;48;-1;70,00
1;17;11;42;44;6;0,00
1;17;12;0;0;3;96,16
1;17;12;3;3;16;15,73
1;17;12;5;36;6;15,00
1;17;12;13;36;5;0,00
1;17;12;13;36;14;0,00
1;17;12;13;36;13;4,00
1;17;12;13;36;2;0,09
1;17;12;13;36;9;0,08
1;17;12;13;36;12;0,08
1;17;12;13;36;1;2134,00
1;17;12;13;36;8;2012,36
1;17;12;13;36;11;2014,37
1;17;12;13;36;4;100,00
1;17;12;13;36;15;-9,10
1;17;12;13;36;18;-9,62
1;17;12;13;36;19;-9,42
1;17;12;53;15;-1;50,00
1;17;13;5;12;-1;40,00
1;17;13;11;10;16;14,92
1;17;13;17;36;5;0,00
1;17;13;17;36;14;7,00
1;17;13;17;36;13;0,00
1;17;13;17;36;2;0,05
1;17;13;17;36;9;0,05
1;17;13;17;36;12;0,05
1;17;13;17;36;1;367,00
1;17;13;17;36;8;371,04
1;17;13;17;36;11;369,55
1;17;13;17;36;4;78,73
1;17;13;17;36;15;-12,96
1;17;13;17;36;18;-11,87
1;17;13;17;36;19;-11,62
1;17;13;39;6;3;95,84
1;17;13;43;45;6;0,00
1;17;14;14;55;5;0,00
1;17;14;14;55;14;2,00
1;17;14;14;55;13;9,00
1;17;14;14;55;2;0,04
1;17;14;14;55;9;0,04
1;17;14;14;55;12;0,04
1;17;14;14;55;1;1860,00
1;17;14;14;55;8;1899,06
1;17;14;14;55;11;1940,84
1;17;14;14;55;4;95,12
1;17;14;14;55;15;-13,50
1;17;14;14;55;18;-14,20
1;17;14;14;55;19;-13,53
1;17;14;15;18;-1;60,00
1;17;14;37;38;16;16,50
1;17;14;51;15;3;96,30
1;17;14;56;30;6;0,00
1;17;15;3;22;16;17,23
1;17;15;30;8;-1;70,00
1;17;15;35;54;6;13,00
1;17;15;41;25;3;96,43
1;17;15;56;7;5;87,00
1;17;15;56;7;14;27,00
1;17;15;56;7;13;97,00
1;17;15;56;7;2;0,14
1;17;15;56;7;9;0,13
1;17;15;56;7;12;0,15
1;17;15;56;7;1;1083,00
1;17;15;56;7;8;1028,85
1;17;15;56;7;11;1127,62
1;17;15;56;7;4;92,72
1;17;15;56;7;15;-13,50
1;17;15;56;7;18;-12,54
1;17;15;56;7;19;-12,17
1;17;16;0;27;16;18,61
1;17;16;0;35;-1;80,00
1;17;16;1;20;6;0,00
1;17;16;47;27;5;0,00
1;17;16;47;27;14;9,00
1;17;16;47;27;13;4,00
1;17;16;47;27;2;21136,09
1;17;16;47;27;9;19994,74
1;17;16;47;27;12;21474,27
1;17;16;47;27;1;431,00
1;17;16;47;27;8;418,93
1;17;16;47;27;11;452,45
1;17;16;47;27;4;82,88
1;17;16;47;27;15;-13,50
1;17;16;47;27;18;-12,54
1;17;16;47;27;19;-12,24
1;17;16;54;15;3;98,67
1;17;17;32;46;6;15,00
1;17;17;33;26;5;89,00
1;17;17;33;26;14;11,00
1;17;17;33;26;13;104,00
1;17;17;33;26;2;28290,12
1;17;17;33;26;9;27299,97
1;17;17;33;26;12;28997,38
1;17;17;33;26;1;1781,00
1;17;17;33;26;8;1711,54
1;17;17;33;26;11;1872,43
1;17;17;33;26;4;93,95
1;17;17;33;26;15;-11,55
1;17;17;33;26;18;-11,69
1;17;17;33;26;19;-12,31
1;17;17;42;51;3;99,40
1;17;17;52;0;16;19,90
1;17;17;58;2;-1;70,00
1;17;18;1;12;5;0,00
1;17;18;1;12;14;7,00
1;17;18;1;12;13;9,00
1;17;18;1;12;2;11198,04
1;17;18;1;12;9;10235,01
1;17;18;1;12;12;10470,17
1;17;18;1;12;1;1509,00
1;17;18;1;12;8;1625,19
1;17;18;1;12;11;1756,83
1;17;18;1;12;4;95,87
1;17;18;1;12;15;-9,20
1;17;18;1;12;18;-9,49
1;17;18;1;12;19;-8,97
1;17;18;6;12;16;22,25
1;17;18;12;35;-1;60,00
1;17;18;43;59;3;103,50
1;17;18;53;17;6;0,00
1;17;19;0;50;-1;60,00
1;17;19;14;38;6;21,00
1;17;19;22;44;3;101,59
1;17;19;23;13;5;100,00
1;17;19;23;13;14;24,00
1;17;19;23;13;13;86,00
1;17;19;23;13;2;0,13
1;17;19;23;13;9;0,12
1;17;19;23;13;12;0,11
1;17;19;23;13;1;0,00
1;17;19;23;13;8;0,00
1;17;19;23;13;11;0,00
1;17;19;23;13;4;80,85
1;17;19;23;13;15;-6,31
1;17;19;23;13;18;-5,72
1;17;19;23;13;19;-5,60
1;17;19;40;27;16;20,51
1;17;20;11;39;-1;60,00
1;17;20;26;25;3;99,32
1;17;20;27;36;6;5,00
1;17;20;28;59;16;19,27
1;17;20;51;57;5;0,00
1;17;20;51;57;14;17,00
1;17;20;51;57;13;0,00
1;17;20;51;57;2;0,09
1;17;20;51;57;9;0,09
1;17;20;51;57;12;0,10
1;17;20;51;57;1;0,00
1;17;20;51;57;8;0,00
1;17;20;51;57;11;0,00
1;17;20;51;57;4;74,58
1;17;20;51;57;15;-8,17
1;17;20;51;57;18;-8,34
1;17;20;51;57;19;-8,61
1;17;21;1;22;-1;70,00
1;17;21;19;58;6;0,00
1;17;21;43;35;5;0,00
1;17;21;43;35;14;0,00
1;17;21;43;35;13;0,00
1;17;21;43;35;2;0,16
1;17;21;43;35;9;0,16
1;17;21;43;35;12;0,17
1;17;21;43;35;1;0,00
1;17;21;43;35;8;0,00
1;17;21;43;35;11;0,00
1;17;21;43;35;4;84,52
1;17;21;43;35;15;-11,43
1;17;21;43;35;18;-12,48
1;17;21;43;35;19;-13,59
1;17;21;47;18;3;97,16
1;17;21;49;3;16;17,94
1;17;22;5;52;5;9,00
1;17;22;5;52;14;16,00
1;17;22;5;52;13;0,00
1;17;22;5;52;2;0,15
1;17;22;5;52;9;0,15
1;17;22;5;52;12;0,15
1;17;22;5;52;1;0,00
1;17;22;5;52;8;0,00
1;17;22;5;52;11;0,00
1;17;22;5;52;4;76,23
1;17;22;5;52;15;-12,17
1;17;22;5;52;18;-11,94
1;17;22;5;52;19;-12,63
1;17;22;24;25;-1;60,00
1;17;22;31;0;3;94,51
1;17;22;53;56;16;14,07
1;17;22;58;57;6;14,00
1;17;23;3;12;16;8,62
1;17;23;3;35;3;88,19
1;17;23;24;46;6;35,00
1;17;23;27;0;5;47,00
1;17;23;27;0;14;20,00
1;17;23;27;0;13;40,00
1;17;23;27;0;2;0,09
1;17;23;27;0;9;0,09
1;17;23;27;0;12;0,09
1;17;23;27;0;1;0,00
1;17;23;27;0;8;0,00
1;17;23;27;0;11;0,00
1;17;23;27;0;4;81,73
1;17;23;27;0;15;-13,17
1;17;23;27;0;18;-11,97
1;17;23;27;0;19;-11,36
1;17;23;35;12;-1;70,00
1;18;0;15;43;3;82,45
1;18;0;17;33;5;35,00
1;18;0;17;33;14;12,00
1;18;0;17;33;13;46,00
1;18;0;17;33;2;0,03
1;18;0;17;33;9;0,03
1;18;0;17;33;12;0,03
1;18;0;17;33;1;0,00
1;18;0;17;33;8;0,00
1;18;0;17;33;11;0,00
1;18;0;17;33;4;82,73
1;18;0;17;33;15;-12,55
1;18;0;17;33;18;-11,86
1;18;0;17;33;19;-11,76
1;18;0;27;20;16;3,89
1;18;0;34;38;6;0,00
1;18;0;44;38;-1;60,00
1;18;1;0;9;16;3,07
1;18;1;14;48;-1;60,00
1;18;1;16;40;3;82,76
1;18;1;26;56;5;48,00
1;18;1;26;56;14;24,00
1;18;1;26;56;13;33,00
1;18;1;26;56;2;0,14
1;18;1;26;56;9;0,15
1;18;1;26;56;12;0,14
1;18;1;26;56;1;0,00
1;18;1;26;56;8;0,00
1;18;1;26;56;11;0,00
1;18;1;26;56;4;79,69
1;18;1;26;56;15;-13,50
1;18;1;26;56;18;-14,03
1;18;1;26;56;19;-15,42
1;18;1;35;22;6;10,00
1;18;2;0;4;5;32,00
1;18;2;0;4;14;57,00
1;18;2;0;4;13;31,00
1;18;2;0;4;2;0,03
1;18;2;0;4;9;0,03
1;18;2;0;4;12;0,03
1;18;2;0;4;1;0,00
1;18;2;0;4;8;0,00
1;18;2;0;4;11;0,00
